Adipose_Subcutaneous	Adipose_Visceral_Omentum	Adrenal_Gland	Artery_Aorta	Artery_Coronary	Artery_Tibial	Brain_Amygdala	Brain_Anterior_cingulate_cortex_BA24	Brain_Caudate_basal_ganglia	Brain_Cerebellar_Hemisphere	Brain_Cerebellum	Brain_Cortex	Brain_Frontal_Cortex_BA9	Brain_Hippocampus	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Putamen_basal_ganglia	Brain_Spinal_cord_cervical_c_1	Brain_Substantia_nigra	Breast_Mammary_Tissue	Cells_Cultured_fibroblasts	Cells_EBV_transformed_lymphocytes	Colon_Sigmoid	Colon_Transverse	Esophagus_Gastroesophageal_Junction	Esophagus_Mucosa	Esophagus_Muscularis	Heart_Atrial_Appendage	Heart_Left_Ventricle	Kidney_Cortex	Liver	Lung	Minor_Salivary_Gland	motor_neuron	Muscle_Skeletal	Nerve_Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Small_Intestine_Terminal_Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole_Blood
isoform1=junction:chr1:150598279-150599942:-|isoform2=junction:chr1:150598285-150599942:-|ENSA|A3SS	0.983825954796298	0.984075986961922	0.98661144764495	0.984305982234609	0.983637990540713	0.984595582784152	0.981975079640308	0.984539118052931	0.984914721336894	0.986486113792438	0.985033598045205	0.985272742561293	0.984812140421412	0.982985217698401	0.984208208694596	0.986140371248942	0.985308507168484	0.982942253286737	0.982981335952849	0.984199561941554	0.986768054027781	0.9861886855952	0.985370328534363	0.985452245414295	0.985124869794975	0.985328477252222	0.985339682866076	0.985115387020784	0.986242002282315	0.98581423215183	0.983941639329219	0.984367156945944	0.98592524227042	0.990161574148136	0.985925684596787	0.983698586661281	0.986151339608979	0.985565463052883	0.985423177608894	0.984291529650502	0.983543514284554	0.983907258679859	0.985182675900833	0.98448151208428	0.984229222126116	0.985618618948293	0.984709578563795	0.984946074364583	0.984749285817503	0.984334260942065
isoform1=junction:chr2:239005518-239007870:+|isoform2=junction:chr2:239005518-239006842:+|UBE2F|A3SS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.970218398411648	1	1	1	1
isoform1=junction:chr3:120315387-120321054:+|isoform2=junction:chr3:120315387-120319957:+|NDUFB4|A3SS	0.996078338727586	0.996025489988711	0.9960776460922	0.995447315192417	0.996067088283518	0.995881218355702	0.996658129254087	0.99669229862321	0.996416941024907	0.995827872532436	0.996022800463738	0.996179625974635	0.99647513063769	0.996681077776322	0.996638158745405	0.996275112099707	0.99612610930035	0.996500653047143	0.996471723250792	0.995722232932939	0.99540418745696	0.995482914623932	0.995940908710768	0.996052175734577	0.99624294062834	0.996354241154639	0.995964622309748	0.996207867570356	0.996243290418258	0.996462802373346	0.996690125826402	0.995249709569311	0.995731934969283	0.993808681453259	0.9959580500413	0.996145240386287	0.995917810710065	0.99623174087926	0.996299839854051	0.996442233100607	0.996070698288884	0.996026557346824	0.99600254782666	0.996305772769089	0.996050336004135	0.996056174150691	0.996127089533541	0.995713865046733	0.996210846893426	0.995186888968667
isoform1=junction:chr3:19992554-20017134:+|isoform2=junction:chr3:19992554-20017092:+|RAB5A|A3SS	0.975077151451229	0.978172070462088	0.977441962330267	0.974817463865296	0.974376572866621	0.973952725221761	0.974132492113565	0.976443925554564	0.975284173710289	0.980053378283467	0.977583830960037	0.975569746323745	0.974404283801874	0.9777316625429	0.97446380275489	0.976464885825075	0.976049982644915	0.976536891138076	0.97660601559599	0.976556291390729	0.977347604949518	0.976117466682392	0.976283285586813	0.977085359151059	0.977029642456962	0.977725674091442	0.975094545330653	0.977360241243331	0.976925279129688	0.973286128097844	1	0.975352827698243	0.977403323497438	0.974683544303797	0.974946490931621	0.975625	0.975840768702814	1	0.971002408745599	0.975910524806424	0.97425535455345	0.975099942889777	0.974552512400259	0.975160480044655	0.978758368837492	0.97064280980782	0.977932364129019	0.975466748958494	0.977609308885755	1
isoform1=junction:chr3:128516913-128526385:+|isoform2=junction:chr3:128516913-128525214:+|RAB7A|A3SS	0.994447440910755	0.995209806171423	0.99693082205392	0.995643864473665	0.995761172338622	0.995698979824202	0.996344114987204	0.996581867900103	0.996994219653179	0.995356037151703	0.995848957879131	0.997485919919155	0.997263126261108	0.996538859172023	0.996748967577542	0.996880143728551	0.997245800975257	0.997617763958022	0.997334157555152	0.994391921792654	0.997316002700878	0.997276859590691	0.99631310466139	0.996387673718762	0.996467276181105	0.996442474658509	0.996433146983461	0.99629006258297	0.996605404645606	0.995904705650719	0.997312851288712	0.994858670269603	0.996212751257085	0.99691817215728	0.997372134141489	0.995187981287739	0.995452817498611	0.996560384363398	0.995872175451363	0.996258523055588	0.99431175886576	0.99448324432185	0.996660662871567	0.996220701201497	0.996410676869819	0.995401301518438	0.995662336250476	0.995380371564359	0.995491672116549	0.99724293539902
isoform1=junction:chr3:128890352-128890476:-|isoform2=junction:chr3:128890382-128890476:-|CNBP|A3SS	0.954333786327877	0.954311940119871	0.927626213196314	0.961752223923536	0.958150296087165	0.964224007546899	0.96120769202377	0.962234530967685	0.959279609279609	0.973007048244015	0.972540221288999	0.965160117093941	0.967822980292728	0.966124749012242	0.962463401816771	0.962847818950702	0.958008488606604	0.965725158109122	0.957054767030321	0.957444733086219	0.953971143242016	0.956646733276381	0.9631918323482	0.955707363449566	0.960471766983009	0.951112088380709	0.960560182069447	0.967770066060613	0.963475466598579	0.957743999060978	0.948272441257334	0.95831206473348	0.949183303085299	0.964460498718247	0.946794090307256	0.96642590915791	0.966341479051578	0.9346585911387	0.957547169811321	0.956425340704171	0.959127302186485	0.955634365089799	0.945870284450187	0.939255099024534	0.94708496161552	0.954729870827243	0.957157237142501	0.967141359028527	0.964394780677401	0.938936907123257
isoform1=junction:chr3:128890352-128890497:-|isoform2=junction:chr3:128890382-128890497:-|CNBP|A3SS	0.996315732441679	0.995861284036628	0.995643584855203	0.99676679430994	0.996718009920561	0.996564270341739	0.996500804814893	0.996796457872119	0.996545149049444	0.996885789723106	0.997348886532344	0.996393662304903	0.995928035864607	0.997328346246326	0.996139272181311	0.996008997895653	0.995830153711981	0.995660899278625	0.995790167295091	0.996612535570817	0.995970947389647	0.994144400227402	0.996716744027422	0.996343373416001	0.996718819516536	0.995845155505989	0.996854048478597	0.996296824660889	0.996185990979039	0.996059260737267	0.996157973814123	0.99657349972235	0.995952088655894	0.987419405566913	0.996127580256561	0.996334384609665	0.995830610083162	0.995268314406591	0.996760136951416	0.996795324279301	0.996571814780283	0.996520187656789	0.995764823119083	0.995888966971188	0.995980537338693	0.996801891989949	0.996649685621185	0.996339542868493	0.996291295931812	0.99582201348954
isoform1=junction:chr3:128890121-128890288:-|isoform2=junction:chr3:128890127-128890288:-|CNBP|A3SS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0247323429330235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isoform1=junction:chr3:128890124-128890288:-|isoform2=junction:chr3:128890127-128890288:-|CNBP|A3SS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0603850050658561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isoform1=junction:chr3:128890121-128890288:-|isoform2=junction:chr3:128890153-128890288:-|CNBP|A3SS	0.00437719486032604	0.00478609356338048	0.0042126796456495	0.00400006530718869	0.00405968426072334	0.00321612669650269	0.00364532217036874	0.00322820205816826	0.00370468941289189	0.00508027555991122	0.00581406270546466	0.00381683751014205	0.00374686329105222	0.00321069073238459	0.00361185017714609	0.00379058789872693	0.00362335671482325	0.00456303638341593	0.00352788265148233	0.00460996399234837	0.0022276965925717	0.00246208119355817	0.00379846263868101	0.00383220047312238	0.00396369389624448	0.00404918026422551	0.00354363379460381	0.00367836123650077	0.00298883647272687	0.00447736071368457	0.00612351461257298	0.00523126162663062	0.0043646310281263	0.00919055649241147	0.00252997209360335	0.00580060853009733	0.00524637097054389	0.00502993272850707	0.00622699416774397	0.0060126702325405	0.00437671853996635	0.00391782130912566	0.00503204260312303	0.00731801945228571	0.0038226702493224	0.00560946978861439	0.00568267409399329	0.00420710426925467	0.00539580037705593	0.00429193674784796
isoform1=junction:chr4:103747794-103748748:-|isoform2=junction:chr4:103748002-103748748:-|UBE2D3|A3SS	0.0178587699316629	0.0171148228597109	0.0167907315162031	0.0173683216915235	0.0146706898345646	0.015	0.019047619047619	0.0161246976619188	0.0216019881475817	0.0181660899653979	0.0204369274136716	0.0179690764730464	0.0162772883952509	0.0181159420289855	0.0180444817456987	0.0168067226890756	0.0187884677680596	0.024390243902439	0.0199530516431925	0.0184933721306175	0.0153963533922842	0.0170472248186229	0.0139059304703476	0.0163092511624679	0.0139219314477046	0.0191965169206412	0.0133600917431193	0.0136903563519227	0.0100442897817146	0.0213926174496644	0.0171581769436997	0.0192200998652612	0.0135054617676266	0.0258064516129032	0.0142393848929361	0.0238503284775778	0.0168539325842697	0.0114316820903647	0.0224885095206829	0.0191497510532363	0.0210062046796741	0.0203738317757009	0.0157723577235772	0.0183908045977011	0.0167446697867915	0.0136009891628482	0.0181855228974581	0.0158986175115207	0.0158653846153846	0.0300925051916179
isoform1=junction:chr4:103747794-103748583:-|isoform2=junction:chr4:103748002-103748583:-|UBE2D3|A3SS	0.00995895481364753	0.0110242102522892	0.00946898496240602	0.0157911821427889	0.0120451050743209	0.0120728334219275	0.0113739175390978	0.00942139322421013	0.00902656016624456	0.0139622117254793	0.0157923900997414	0.00873032240324466	0.00774306490708322	0.0095678348742206	0.00821939460997392	0.011126204799793	0.0123883021933387	0.0111576011157601	0.0108570698684379	0.00977595530991858	0.00692074008999645	0.0121555657176888	0.00749301246853133	0.00804919605961497	0.00694414950095562	0.00978092498340341	0.00654635527246992	0.0093597759791323	0.0062061777525109	0.0113609467455621	0.0112211634904714	0.0186040872411796	0.00834321345452949	0.0278141974152463	0.00864443859258209	0.0117835760453557	0.0100864553314121	0.0052131356833818	0.0140356494823354	0.00937243345089135	0.011304498215493	0.0119765836699218	0.00807450762592387	0.00879357530620485	0.00720400918772186	0.00588086650892467	0.0103042662092995	0.00913369942844335	0.0106376991050825	0.0351115267071113
isoform1=junction:chr4:103747777-103789871:-|isoform2=junction:chr4:103747794-103789871:-|UBE2D3|A3SS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.990566037735849	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
isoform1=junction:chr4:103730861-103730948:-|isoform2=junction:chr4:103730881-103730948:-|UBE2D3|A3SS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00102740243454087	0.00090489938380661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isoform1=junction:chr7:26236274-26236426:-|isoform2=junction:chr7:26236279-26236426:-|HNRNPA2B1|A3SS	1	0.999248010011679	1	1	0.999254018609714	1	1	1	1	0.998944505651132	0.998541968259771	1	1	1	1	1	1	1	1	0.999211980687125	1	0.999606627851165	1	1	0.999311920337095	1	1	1	1	1	1	0.999132560454101	0.999361995368298	0.99717705061429	1	0.998726488343992	0.998511778124176	1	0.999093244968783	0.999210990568003	1	1	0.999159830104148	0.999388205164687	1	0.998933340127837	0.999123535667984	0.998835399113477	0.998996915783762	1
isoform1=junction:chr7:26231959-26232870:-|isoform2=junction:chr7:26232198-26232870:-|HNRNPA2B1|A3SS	0.996470307655617	0.98827943775042	0.997868758700321	0.995991117867096	0.994523313147358	0.998076594952613	1	1	0.998570483688579	0.998320524387725	1	1	0.998280485558126	0.998303397587193	1	1	1	0.997880233174351	1	0.997082961406205	0.996208160844877	0.993954064133597	0.994461174828958	0.995830627735405	0.996486862677802	0.997377652197774	0.9962451722406	0.99628217179975	0.99793737249897	0.997963839756642	1	0.993499399321665	1	0.968611254517295	0.996209273684042	0.997667277738477	0.994797076391574	0.998173610966655	0.997859568732401	1	0.995339095905668	0.997861774357028	0.995943981806057	0.997293943904033	0.995335777602451	0.996818531629983	0.998280309544282	0.997419426446717	1	0.996721172242387
isoform1=junction:chr7:26230077-26230612:-|isoform2=junction:chr7:26230081-26230612:-|HNRNPA2B1|A3SS	0.992282537606279	0.990202835584456	0.989005068443948	0.992230667825989	0.990478105675934	0.993482727355909	0.993394929010014	1	0.99312337649262	0.991327322665393	0.991325917802496	1	1	0.994577541161392	0.993380327047626	0.993799116557723	0.995089591027219	0.991709045073239	0.992205222671374	0.99122524449484	1	0.989997142040583	0.992545748584214	0.992210606277591	0.990729324182855	1	0.992318381666173	1	1	0.992071559260012	0.991659318048207	0.990330572724248	0.993169683101033	0.93943870014771	0.994189492243225	0.990180616537044	0.989118978698137	1	0.989737627817264	0.989690180060677	1	1	0.989203560779755	0.98754599954137	0.991656123115599	0.991807690927453	0.989937130265771	0.990024014802567	0.990959149699065	1
isoform1=junction:chr7:26232198-26235466:-|isoform2=junction:chr7:26233315-26235466:-|HNRNPA2B1|A3SS	1	1	0.993757792036967	1	0.991355997913187	1	0.993219548508032	0.994783438161385	0.992798019784599	0.987354731378022	0.993631092560828	0.991911471521855	0.991072925398156	0.99442751414889	0.991200713520373	0.991531330907247	1	1	1	0.995106361073446	0.993076114054222	0.98592687248843	0.992525051616599	0.994241406517869	0.988015645068981	1	0.988536581207268	0.991683517370234	0.9897670288341	1	0.992729149431917	0.992112357609491	1	0.940962159476691	0.990904535913267	1	0.992721556609381	1	0.992668504165202	1	1	1	0.991639345486591	0.992079662423418	1	0.989940994959876	0.9942184384793	0.995171756008124	1	1
isoform1=junction:chr8:145138765-145138883:+|isoform2=junction:chr8:145138765-145138841:+|GPAA1|A3SS	0.990217639778971	0.989808473116516	0.991508209671049	0.988995404088335	0.988211313776582	0.987745949792318	0.990731266927475	0.989992099025547	0.990336435218325	0.989164645787111	0.989622852041955	0.99036423677855	0.99066179455948	0.990214398111723	0.990575916230366	0.990739574146403	0.990927108566395	0.989984769465085	0.989987575824015	0.989451105488945	0.990749288769147	0.990792363574928	0.988666768921383	0.989710269840217	0.989014952287925	0.989224879995139	0.988968887518237	0.991148132327116	0.990875523098384	0.990304805747367	0.988540197461213	0.989621977894909	0.991160503652332	0.987102803738318	0.989647180015452	0.989720769656398	0.990135778113032	0.991260823056895	0.98990444896018	0.989956427015251	0.988704798632879	0.988817915610918	0.989528795811518	0.990145566629919	0.989778479992261	0.991112578408716	0.99008026835989	0.989238861012031	0.989535487478532	0.989016961434815
isoform1=junction:chr8:145138944-145139188:+|isoform2=junction:chr8:145138944-145139036:+|GPAA1|A3SS	0.973915519280468	0.981342473255342	0.987009442038786	0.982940281099887	0.980523734836904	0.975251754897342	0.986699779249448	0.988362460057596	0.987989086101657	0.959983731387125	0.956357896813653	0.98267070008643	0.985334768818925	0.984712309454578	0.984844581830671	0.987884768248225	0.987773123514095	0.984683978037402	0.985215579002214	0.971406216658368	0.992417642693511	0.988152120916626	0.978214355183816	0.981322066505132	0.981395087403743	0.981096016370832	0.982198314108252	0.98809967299971	0.987444776970215	0.978225706109245	0.979447958958864	0.979185992066647	0.979220714428258	0.988758472474789	0.977339124589571	0.970294577592856	0.977124097176625	0.981647007106748	0.974386836386215	0.974221992731317	0.963863497356581	0.960202730342298	0.976848874598071	0.976402321083172	0.982819416310301	0.980465660143756	0.973201108769408	0.97790591300973	0.977518052557135	0.971803010136173
isoform1=junction:chr8:145138944-145139121:+|isoform2=junction:chr8:145138944-145139036:+|GPAA1|A3SS	0.99191035964697	0.99232362966287	0.992588340986225	0.9917131203941	0.991627346651943	0.991700773078672	0.992010209177163	0.992670074091684	0.992511797451185	0.992988360678727	0.992160635336499	0.991670300915831	0.992671415589365	0.992804157597832	0.991613712013141	0.992127068021031	0.992981790591806	0.992675212252372	0.991869385614058	0.991536586630711	0.993459407955298	0.993650871473047	0.991603542614897	0.991694352159468	0.992003181682599	0.992485591303713	0.99192392132264	0.992464479113615	0.993134388258227	0.992551445524555	0.992536837405116	0.991927617036129	0.992641480807161	1	0.992771369106631	0.991353320946508	0.991974403412878	0.992095666500065	0.991960176204492	0.991110213152844	0.991604461530505	0.991352837171347	0.99180208937899	0.991481971551439	0.992529510705681	0.99320652173913	0.991654181233006	0.991846145194849	0.99116847826087	0.992461076779907
isoform1=junction:chr8:145138207-145138720:+|isoform2=junction:chr8:145138207-145138291:+|GPAA1|A3SS	0.988442092423915	0.988517869148529	0.988922702373707	0.987899334985005	0.987654002783649	0.98870147687838	0.986671955573185	0.988556288404081	0.987194758784991	0.986791123635083	0.986987441367832	0.986518113195108	0.985863552550707	0.987850831600832	0.988300415146559	0.987169372586472	0.986614903233283	0.986784405598606	0.985491929285165	0.988617369562515	0.988624091532646	0.987868985038415	0.987767917493404	0.988207662572785	0.987128657058569	0.988041242223709	0.988871317284601	0.988515706460282	0.987863670663201	0.989066666666667	0.988144282706216	0.988409569852485	0.988873048437011	0.980160320641283	0.987284328645556	0.988668725081687	0.987660111852787	0.987929709767765	0.987811538793227	0.988688730624214	0.98760797380102	0.9879543392081	0.987805675428273	0.986362404792727	0.988387734915925	0.988534781111093	0.987180794727964	0.987946846341007	0.987775430123755	0.987602318217124
